naId,recordGroup,level,status,exemptions,securityClassification,note,coverageStart,coverageEnd,mediaType,containers,location,title
1284074,263,series,Restricted - Partly,FOIA (b)(1) National Security,Secret,"Most documents have been declassified, but some are still classified and unavailable for research. Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,Paper,1-58,National Archives at College Park - Textual Reference,Press Information Reports and Digests
1374948,263,fileUnit,Restricted - Partly,,,"Many documents have been declassified, but some are still classified and unavailable for research.  Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,Paper,58,National Archives at College Park - Textual Reference,"Zickus, Povilas"
7542641,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,24,National Archives at College Park - Textual Reference,"IIR, Nov 74, Prospects for Soviet Success in Improving Detection of Submarines in Open Ocean Areas"
7553419,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,8,National Archives at College Park - Textual Reference,"4) SNIE 11-9-61, 25 Apr 61, The Possibility of Soviet Nuclear Testing During the Moratorium"
7553653,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,21,National Archives at College Park - Textual Reference,"52) NI IIM 83-10005JX, Dec 83, Soviet Wartime Management: The Role of Civil Defense in Leadership Continuity"
7579531,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,Paper,1,National Archives at College Park - Textual Reference,Story of Our Educational Aid Fund Booklet
102260465,263,series,Restricted - Fully,FOIA (b)(1) National Security,Top Secret,,,,Paper,,National Archives at College Park - Textual Reference,Historical Files
7542380,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,8,National Archives at College Park - Textual Reference,"24) NIE 11-63, 22 May 63, Main Trends in Soviet Foreign Policy"
7542520,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,17,National Archives at College Park - Textual Reference,"37) Memo to Holders of NIE 11-8-68, Soviet Strategic Attack Forces"
7553420,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,8,National Archives at College Park - Textual Reference,"5) NIE 15-61, 23 May 61, Outlook for Yugoslavia"
7553571,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,17,National Archives at College Park - Textual Reference,"29) NIE 11-14-67, 16 Nov 67, The Soviet and East European General Purpose Forces"
25777722,263,series,Restricted - Partly,FOIA (b)(1) National Security,Secret,This series has undergone a comprehensive declassification review and most documents have been declassified. A few individual documents within the series remain classified and unavailable for research. Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the few documents that could not be declassified at the time of the comprehensive review.,,,Paper,,National Archives at College Park - Textual Reference,Broadcast Station and Program Notes
7553298,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,2,National Archives at College Park - Textual Reference,"64) SNIE 11-7-54, 17 Aug 54, Soviet Gross Capabilities for Attacks on the US and Key Overseas Installations Through 1 July 1957"
7553425,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,8,National Archives at College Park - Textual Reference,"10) NIE 12-61, 9 Nov 61, The Outlook in Eastern Europe"
1251856,263,series,Restricted - Partly,FOIA (b)(1) National Security,Secret,"Most documents have been declassified, but some are still classified and unavailable for research.  Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,Paper,1-45,National Archives at College Park - Textual Reference,Foreign Translations
7542306,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,5,National Archives at College Park - Textual Reference,"4) SNIE 34-2-59, 3 Feb 59, Consequences of a Soviet-Iranian Nonaggression Pact"
7542447,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,12,National Archives at College Park - Textual Reference,"39) NIE 11-8-66, 20 Oct 66, Soviet Capabilities for Strategic Attack"
7553293,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,2,National Archives at College Park - Textual Reference,"59) NIE 10-54, 9 Mar 54, Soviet Bloc Economic Warfare Capabilities and Courses of Action"
7553341,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,3,National Archives at College Park - Textual Reference,"107) NIE 12-6-58, 16 Sept 58, The Outlook in Poland"
7542368,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,8,National Archives at College Park - Textual Reference,"12) SNIE 10-62, 21 Feb 62, Communist Objectives, Capabilities, and Intentions in Southeast Asia"
7542348,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,6,National Archives at College Park - Textual Reference,"46) SNIE 11/80/90-82, 25 Jun 82, Soviet Policies and Activities in Latin America and the Caribbean"
7542671,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,25,National Archives at College Park - Textual Reference,"NIE 11-7-87, Aug 87, Soviet S&T Policies and Strategies Under Gorbachev"
7542188,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,1,National Archives at College Park - Textual Reference,"13) SE 8, 6 Jul 51, Possible Communist Objectives in Proposing a Cease Fire in Korea"
7542190,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,1,National Archives at College Park - Textual Reference,"15) SE 11, 17 Aug 51, Probability of a Communist Assault on Japan in 1951"
7542509,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,17,National Archives at College Park - Textual Reference,"26) NIE 11-14-66, 13 Mar 67, Capabilities of Soviet General Purpose Forces"
7553665,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,22,National Archives at College Park - Textual Reference,"NIE 11-12-66, 1 Dec 66, The Outlook for Sino-Soviet Relations"
7542364,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,8,National Archives at College Park - Textual Reference,"8) SNIE 11-10/1-61, Soviet Tactics in the Berlin Crisis"
7542393,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,9,National Archives at College Park - Textual Reference,"37) NIE 10-68, 4 Oct 68, Communist Military Assistance Programs in Less Developed Areas"
7542533,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,18,National Archives at College Park - Textual Reference,"50) NIE 11-10-79, Oct 79, Soviet Military Capabilities to Project Power and Influence in Distant Areas"
1272708,263,series,Restricted - Partly,FOIA (b)(1) National Security,Secret,,,,Paper,1 - 28,National Archives at College Park - Textual Reference,Consolidated Translation Monthly Listings of Foreign Language Publications
1374262,263,fileUnit,Restricted - Partly,,,"Many documents have been declassified, but some are still classified and unavailable for research.  Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,Paper,10,National Archives at College Park - Textual Reference,"Cukurs, Herberts"
7542215,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,1,National Archives at College Park - Textual Reference,"40) SE 41, 8 Apr 53, Probable Communist Reactions to Certain Possible UN/US Military Courses of Action with Respect to the Korean War"
7542331,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,6,National Archives at College Park - Textual Reference,"29) NIE 11-9-73, 1 Jun 73, The Soviet Approach to Summit II"
7553271,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,1,National Archives at College Park - Textual Reference,"37) SE 37, 9 Mar 53, Probable Effects on the Soviet Bloc of Certain Courses of Action Directed at the Internal and External Commerce of Communist China"
7553374,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,5,National Archives at College Park - Textual Reference,"13) NIE 11-65, 1 Jul 65, Soviet Politics After Khrushchev"
7542273,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,3,National Archives at College Park - Textual Reference,"98) NIE 100-4-57, 9 Jul 57, Implications of Growing Nuclear Capabilities for the Communist Bloc and the Free World"
7542473,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,14,National Archives at College Park - Textual Reference,"65) NIE 11-6-78, 12 Sept 78, Soviet Strategic Forces for Peripheral Attack"
7579462,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,Paper,1,National Archives at College Park - Textual Reference,"Letter to M. Miskovsky from Kirk re: That You Have Agreed to be Counsel to Education Aid Fund, 11/5/64"
7542674,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,25,National Archives at College Park - Textual Reference,"NIE 11/70-85, Feb 87, Soviet and Cuban Objectives and Activity in Southern Africa Through 1988"
7553240,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,1,National Archives at College Park - Textual Reference,"6) NIE 18, 10 Jan 51, The Probability of Soviet Employment of Biological Weapons (BW) and Chemical Weapons (CW) in the Event of Attacks Upon the US"
7553357,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,4,National Archives at College Park - Textual Reference,"123) SNIE 2-3-61, 18 Jul 61, Probable Soviet Reaction to a Western Embargo"
7579615,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,Paper,1,National Archives at College Park - Textual Reference,MFR by Kirk re: Meeting with Alan Belmont on 4 December 1958
7542226,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,2,National Archives at College Park - Textual Reference,"51) NIE 90, 18 Aug 53, Soviet Bloc Capabilities Through Mid-1955"
7542346,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,6,National Archives at College Park - Textual Reference,"44) NIE 11-4-78, 7 Jul 81, Soviet Goals and Expectations in the Global Power Arena"
7553331,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,3,National Archives at College Park - Textual Reference,"97) SNIE 100-7-57, 11 Jun 57, Probable Sino-Soviet Reactions to US Deployment of Nuclear Weapons Systems"
7542617,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,22,National Archives at College Park - Textual Reference,"NIE 11-14/40-81S, 1 Sept 81, Soviet Military Forces in the Far East"
7553388,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,5,National Archives at College Park - Textual Reference,"27) SNIE 11.1-72, 16 May 72, Security Conditions in the USSR, Poland, Austria, and Iran"
7553417,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,8,National Archives at College Park - Textual Reference,"2) SNIE 100-6-59, 6 Apr 59, Soviet and Other Reactions to Various Courses of Action in the Berlin Crisis"
7553422,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,8,National Archives at College Park - Textual Reference,"7) SNIE 11-11-61, 7 Sept 61, Implications of the Soviet Resumption of Nuclear Testing"
7553555,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,16,National Archives at College Park - Textual Reference,"13) NIE 11-3-62, 20 Nov 63, Soviet bloc Air and Missile Defense Capabilities Through Mid-1967"
7542253,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,2,National Archives at College Park - Textual Reference,"78) NIE 100-5-55, 14 Jun 55, Implications of Growing Nuclear Capabilities for the Communist Bloc and the Free World"
7553307,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,2,National Archives at College Park - Textual Reference,"73) NIE 11-55, 1 Mar 55, Probable Soviet Response to the Ratification of the Paris Agreements"
7553576,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,17,National Archives at College Park - Textual Reference,"34) SNIE 11-17-68, 8 Oct 68, Capabilities of the Warsaw Pact Against NATO"
7553658,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,21,National Archives at College Park - Textual Reference,"57) NIE 11-16-83X, 8 Mar 83, The Soviet Approach to Arms Control: Implications for START and INF"
7579580,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,Paper,1,National Archives at College Park - Textual Reference,"MFR from Joseph O'Neill re: Application for Fulbright Fellowship for Daughter of Mrs. Clavero, 11/21/61"
7542234,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,2,National Archives at College Park - Textual Reference,"59) NIE 10-54, 9 Mar 54, Soviet Bloc Economic Warfare Capabilities and Courses of Action"
7542401,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,9,National Archives at College Park - Textual Reference,"45) SNIE 11/2-81, 27 May 81, Soviet Support for International Terrorism and Revolutionary Violence"
7542640,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,24,National Archives at College Park - Textual Reference,"NIE 11-13-73, 20 Sept 73, The Sino-Soviet Relationship: The Military Aspects"
7553533,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,14,National Archives at College Park - Textual Reference,"66) NIE 11-3/8-78, 19 Jan 79, Soviet Capabilities for Strategic Nuclear Conflict Through the Late 1980s"
7553596,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,18,National Archives at College Park - Textual Reference,"54) NIE 11-13-82, 13 Oct 82, Soviet Ballistic Missile Defense"
5956121,263,series,Restricted - Fully,Other,Top Secret,"Per the Central Intelligence Agency (CIA) Information Act of 1984, these records are exempted from search, review, publication, or disclosure under the Freedom of Information Act (FOIA). They are also exempted from Mandatory Declassification Review (MDR) requests under Section 3.5(a)(2) of Executive Order 13526.",,,Paper,,National Archives at College Park - Textual Reference,Headquarters Outgoing Dispatches Relating to PBSUCCESS
7542422,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,10,National Archives at College Park - Textual Reference,"14) NIE 11-5-59, 8 Sept 59, Soviet Capabilities in Guided Missiles and Space Vehicles"
7553303,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,2,National Archives at College Park - Textual Reference,"69) NIE 11-6-54, 5 Oct 54, Soviet Capabilities and probable Programs in the Guided Missile Field"
7553568,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,17,National Archives at College Park - Textual Reference,"26) NIE 11-14-66, 13 Mar 67, Capabilities of Soviet General Purpose Forces"
7542461,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,13,National Archives at College Park - Textual Reference,"53) NIE 11-8-72, 26 Oct 72, Soviet Forces for Intercontinental Attack"
7542650,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,24,National Archives at College Park - Textual Reference,"NI IIM 82-10003, 7 Apr 82, Moscow and the Namibia Peace Process"
7553488,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,11,National Archives at College Park - Textual Reference,"21) NIE 11-8-61, 7 Jun 61, Soviet Capabilities for Long Range Attack"
7542300,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,4,National Archives at College Park - Textual Reference,"125) SNIE 2-4-61, 31 Aug 61, Reactions to Certain US Measures in the Berlin Crisis"
7542312,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,5,National Archives at College Park - Textual Reference,"10) SNIE 10-3/1-65, 18 Feb 65, Communist Reactions to possible US Courses of Action Against North Vietnam"
7553561,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,16,National Archives at College Park - Textual Reference,"19) NIE 11-2A-65, 19 May 65, The Soviet Atomic Energy Program"
7542476,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,14,National Archives at College Park - Textual Reference,"68) NIE 11-3/8-80, 16 Dec 80, Soviet Capabilities for Strategic Nuclear Conflict Through 1990"
7542521,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,17,National Archives at College Park - Textual Reference,"38) NIE 11-3-69, 2 Oct 69, Soviet Strategic Defenses"
7553723,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,25,National Archives at College Park - Textual Reference,"NIE 11023086, Sept 86, Implications of the Decline in Soviet Hard Currency Earnings"
102260464,263,series,Restricted - Fully,FOIA (b)(1) National Security,Secret,,,,Paper,,National Archives at College Park - Textual Reference,End of Course Files and Operation Course Files
7542525,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,17,National Archives at College Park - Textual Reference,"42) NIE 11-10-71, 15 Dec 71, The Uses of Soviet Military Power in Distant Areas"
7553729,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,25,National Archives at College Park - Textual Reference,"NIE 11-7-87, Aug 87, Soviet S&T Policies and Strategies Under Gorbachev"
7542185,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,1,National Archives at College Park - Textual Reference,"10) NIE 29, 20 Mar 51, Probability of an Invasion of Yugoslavia in 1951"
7542634,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,23,National Archives at College Park - Textual Reference,"NIE 13/11-84, 5 Apr 84, The Changing Sino-Soviet Relationship"
7553253,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,1,National Archives at College Park - Textual Reference,"19) SE 16, 12 Oct 51, The Strength and Capabilities of Soviet Bloc Forces to Conduct Military Operations Against NATO"
7553626,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,19,National Archives at College Park - Textual Reference,"25) Memo to Holders of NIE 11-8-71, Cost of Illustrative Soviet Intercontinental Attack Force Models"
7553657,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,21,National Archives at College Park - Textual Reference,"56) SNIE 11-16-85, Mar 85, Soviet Strategic and Political Objectives in Arms Control in 1985"
7553714,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,24,National Archives at College Park - Textual Reference,"SNIE 11-9-84, Soviet Policy Toward the United States in 1984"
1374805,263,fileUnit,Restricted - Partly,,,"Many documents have been declassified, but some are still classified and unavailable for research.  Withdrawal sheets giving information necessary for mandatory declassification review requests have replaced the classified documents in the open folders.",,,Paper,48,National Archives at College Park - Textual Reference,"Sima, Horia, Vol. 3"
7553646,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,21,National Archives at College Park - Textual Reference,"45) NI IIM 83-10005, Dec 83. Soviet Wartime Management: The Role of Civil Defense in Leadership Continuity"
1374561,263,fileUnit,Restricted - Partly,,,,,,Paper,32,National Archives at College Park - Textual Reference,"Laipenieks, Edgars"
7553696,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,23,National Archives at College Park - Textual Reference,"NIE 11-19-85/D, Jun 85, Soviet Strategy and Capabilities for Multitheater War"
7579497,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,Paper,1,National Archives at College Park - Textual Reference,"Memo to Chief, WH Division re: Mario Lazo, 12/27/61"
7542522,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,17,National Archives at College Park - Textual Reference,"39) NIE 11-14-69, 4 Dec 69, Soviet and East European General Purpose Forces"
7553443,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,9,National Archives at College Park - Textual Reference,"28) NIE 11-9-64, 19 Feb 64, Soviet Foreign Policy"
7579513,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,Paper,1,National Archives at College Park - Textual Reference,"Letter to Mario from Kirk re: Leaving the Government, 7/16/65"
7579512,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,Paper,1,National Archives at College Park - Textual Reference,"Letter from Kirk re: Visit from Mario Lazo, 5/27/65"
5956128,263,series,Restricted - Fully,Other,Top Secret,"Per the Central Intelligence Agency (CIA) Information Act of 1984, these records are exempted from search, review, publication, or disclosure under the Freedom of Information Act (FOIA). They are also exempted from Mandatory Declassification Review (MDR) requests under Section 3.5(a)(2) of Executive Order 13526.",,,Paper,,National Archives at College Park - Textual Reference,Lincoln Station Psychological and Paramilitary Files
7542548,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,19,National Archives at College Park - Textual Reference,"6) SNIE 100-6-58, 29 Jul 58, Implications of Certain US Earth Satellite Programs"
7553442,263,fileUnit,Restricted - Partly,FOIA (b)(1) National Security,,Many of the copies of documents in this series have been redacted by the Central Intelligence Agency.,,,Paper,9,National Archives at College Park - Textual Reference,"27) SNIE 11-5-64, 8 Jan 64, Soviet Economic Problems and Outlook"
7579514,263,fileUnit,Restricted - Fully,FOIA (b)(1) National Security,FOIA (b)(1) National Security,,,,Paper,1,National Archives at College Park - Textual Reference,Instance Where IG Was Not Brought In
